review,label
"Leos Carax is brilliant and is one of the best film and camera guys in the business so it should come as no surprise that Pola X is an almost perfect filming of the most gut wrenching story ever. Seriously. If I could have figured out some way to climb inside my video monitor, I would have thrashed Pierre to within an inch of his life. No one has the right to be that self absorbed and that stupid, both at the same time, except maybe Heathcliff in Emily Bronte's Wuthering Heights. After spending 134 minutes with Pierre, I need a large glass of brandy. Never have I been so angry at a main character. Ok, having said that, Pola X is a stunning movie with one of the few totally honest sex scenes I've ever seen in any film....which means another piece of brilliant filmmaking....and I'm talking graphic here, by the way. Pola X will beat the hell out of you, though, so make sure you're up for it if you decide to watch it.",1
"poser acting, are qualities that make this Bible re-reading, carried out in the form of an apocalyptic delirium, essential.",1
"Those wishing to see film noir remakes, should not see this as as a remake, you will always be disappointed. Instead, enjoy a gripping performance from Dennis Quaid and visual imagery to commend. The colour drains from the film (literally, not metaphorically!)) as the plot gathers pace, and the dialogue is crisp and gritty. The opening dialogue is clever, and the viewer is carried along by a sharp screenplay and a real, original film noir feel,",1
"Watched this when it was first screened and then missed it when it disappeared of British screens. It showed a different side of Old Australia that we need to see more of. Good juxtaposition of old hand and young turk. Then the realism of the hard out back was fantastic. It was sadly missed. This show was a cold look at the old way of looking at Australia. Hard living and hard working. The young idealist clashing with the old practical head. Real Politicka fighting with the young upstarts of New Labour. To add modern political vernacular.<br /><br />This show was the first of its type that I came across that did not try to do a tourist job on Australia. It was a great showing of the realistic <br /><br />come documentary realistic type of show. Some good films were out at the time doing a similar job. It would be great to see more of this type of TV come from Australia for it has been sadly missing this last twenty years. for all we have been fed is the soap pulp of varying quality.",1
"I've seen this movie at least 8 times, and I still laugh every time. The movie is about how an intelligent and motivated man, against all odds, can cheat the entire over-self-confident system.<br /><br />This movie is for all people, who like a funny movie.<br /><br />The action and comedy is well mixed into a brilliant film, that I hope to see on DVD soon.<br /><br />",1
"this is film is probably one of the best i've seen so far. i would put it only second to All About Lily Chou-chou because it kind of gives me the same vibes....'9 souls' is about 9 prisoners who have just escaped prison to go and find some counterfeit money stored in a time capsule at Mount Fuji Primary School. they later find out that there wasn't much there and set off on their own ways. the first half of the movie is just a time for the characters to be introduced and for the main points to be stated. it is a comedic yet serious part of the journey. the second half, moved me to tears. as the movie progresses, each character goes and tries to fulfill their dreams, but unfortunately ending somewhat badly. in the end only 2 of the 9 escapees are left. the way that each character left the scene was very sad and you will probably feel tears in your eyes. a beautiful film directed fantastically. this is a movie for people who have enjoyed Toshiaki Toyoda's other films such as 'Blue Spring'.",1
"This movie changed the art of film making, telling a complex story in a powerful new way. The film mixes brutal realism with fantasy, intercutting a modern war with strange scenes full of technicolour smoke. The film uses music not as a score laid in later, but as a practical part of the scene playing from speakers, radios etc. Coppola uses a classic piece of literature as inspiration, taking scenes and characters, and putting them into entirely different surroundings. That is a tricky and brave thing to do. Then he takes a superstar, Brando, pays him a fortune, and films him so that you can barely see his face. The pure guts that such a move requires is astounding, and it works beautifully. This movie belongs in the top ten.",1
"This movie is a love story set in the backdrop of war. Everything about the movie was perfect. I just saw the movie yesterday and I want to get my own DVD asap and watch it many times over. The story ends as it started I was very happy that he came back and I was proud of her for becoming a doctor and fulfilling her father's dream. She honored her father, boyfriend-husband, and her lover. The character had many shades. Christian Bale is also an phenomenal actor. Some stories do have happy endings. Aside from the love story angle I thought about how a beautiful, serene and peaceful island had been affected by war and it made me realize the true devastation war can have on its people...government makes the decision whereas the people suffer. Her father was a very educated man and wanted more for his daughter while she had regular dreams. I loved the scene where she is complaining about not getting a dowry and I also loved the scene where both lived through the earthquake. They were survivors.",1
"I experienced Nightbreed for the first time on television a year ago and i was pleasantly surprised with the results.<br /><br />Clive Barker is said to have revitalised horror with Hellraiser but this is a film that effectively stalled his cinema career somewhat. What an unfortunate thing to happen because, like the inhabitants of Midian, this film seems to be misunderstood.<br /><br />Barker has created a cross-breed of genre staples in this story - it begins as a traditional horror film but soon becomes a fable regarding mans inhumanity to man. Evoking sympathy for the devil is tough at the best of times but when the characters are as visually demonic as they are in this film it becomes nigh on impossible (cue the child!). The practically Klan-like human insurgence (pitchforks and holy wrath!) at the films conclusion becomes doubly upsetting in the face of what has gone before. As a parable of ethnic tension and white supremacy this film can be quite evocative.<br /><br />I pity those who will not see the film from this angle and think of it as Barker's fantastical indulgence gone too far. We have a genuine forgotten gem here and the sooner the studio and Mr Barker make nice and devote some time to it - the better.",1
"Miles O'Keeffe once again assumes the role of the mighty Ator in this the first sequel to the original film.<br /><br />What can I say? - This pretty much represents B-Movie Nirvana! <br /><br />The plot is ludicrous, the script is terrible, the acting is hammy throughout, the special effects....well let's not even go there! - all in all this movie is a veritable delight! <br /><br />Highlights of the film include Ator and Thong (his mute companion, not his undergarments) being attacked by invisible assailants in a cave (certainly saved on the fx budget there!), Ator battling what has to be the most unconvincing giant snake ever committed to celluloid, and of course, the infamous hangliding scene! <br /><br />There's one question I have though......at the end of the movie we see a huge atomic explosion when Ator supposedly destroys the Geometric Nucleus (as the narrator tells us)......how in the hell did Ator destroy it and manage get out alive?! Did he fashion some form of primitive timer/detonator or something? <br /><br />Oh well, such an illogical ending really only adds to the movies overall charm - they just don't make them like this anymore!",1
"This is one of the very, very few films that are so overwhelming that you are very unlikely to watch it more than once or twice in your lifetime (other examples are Claude Lanzmann's documentary Shoah and Come and See by the director's husband Elem Klimov - which covers much the same unbearable territory but in a very different way).<br /><br />I suppose this is just as well given the difficulty of ever seeing a print.<br /><br />Apparently it's extraordinarily overt Christian symbolism and admission that there were active Russian collaborators, ensured that it was hardly ever seen in the USSR - and of course post-soviet Russia has very little interest in films of that era.<br /><br />The one time I saw it in London was in a festival of Russian movies shown during the Glasnost era (i.e. probably c.1988) - however it apparently has been shown several times in the UK more recently so at least one subtitled print must exist here.<br /><br />As far as I know it has never been released in the west on DVD or video so if you haven't seen it, your best chance is probably to join a film society and endlessly nag them to find a print and screen it.",1
"The Beast emerges as an interesting character study and an exercise in film noir in a western setting where everybody is punished.",1
"Dogma. (Although, as movies go, I loved Dogma!)<br /><br />Travolta is not nearly as brash in his performance as the previews would lead you to believe. He is an angel and if you consider yourself to be well read, then you understand that angels were far from perfect. You will not, therefore, be insulted by this film. Even those who are overly sensitive to such things shouldn't be insulted by this work, as Nora went to great lengths to see to it that it was the least abrasive as possible, given the subject matter.<br /><br />I love this, and love it more each time I watch it. It's beautiful and sweet, engaging, and endearing.<br /><br />It rates a 7.3/10 from...<br /><br />the Fiend :.",1
"little ones. the chemistry between the brother and the sister is mind blowing, maybe not even as common as should be in real life. it is a movie excellent to literally watch while visualizing it. one knows when a movie is good when one just does not want it to end, but eventually everything does...",1
"Mervyn the Sheriff of Rottingham, and Dave Chapelle, Eric Allan Kramer, Mark Blankfield, and the sadly underused Matthew Poretta are the perfect Merry Men.<br /><br />There are similarities to Spaceballs, Blazing Saddles...and every other Mel Brooks movie. But why would you want him to change his style when it works so damn well? The pop culture references in this movie are old enough to be funny again...from the view of a 16 year old, at least. It's complete and utter parody, every second a play for a laugh. Some of them don't work, but most do, and well. I discovered new jokes the fifth and sixth time I watched the film!<br /><br />Of course, if being barraged by constant visual and verbal gags isn't your style, you wouldn't like this. This isn't an Academy Award winner, it's Mel Brooks. You know what it is when you're getting into it. If you want nonstop laughter, surprisingly well-developed characters, and catchphrases to last a lifetime, watch this.",1
"I am a long time fan of Luc Besson's work, and for about as long as I've known his name, I've also looked for this movie. I tried looking for this movie all over California for over four years. this past summer i took a trip to Europe, one of my missions on this trip was to at least see this movie. long story short, I bought it and watched it in France! I was blown away, it completely made my trip and i finally feel content that i have seen Luc Besson's first work. absolutely amazing character development, very thought provoking, great acting and the ultimate concept movie. if you are a concept movie fan this is one of the most original and classic. I feel as though it is a rare treat to see a movie like this one, its risky, its unorthodox, and ultimately its just downright unique. if you are a Luc Besson fan, its indeed a must see, however, whether your a Besson fan or not, its definitely an important work, overall a great contribution to the immortal art of cinema.",1
"I remember when I first saw this movie. I was babysitting for a friend of my mums, and one of the kids suggested we watch it. Thinking it was the frankly laughable 'Prince of Thieves' they were slipping into the video recorder, I was prepared for a few hours of boredom, What I got came as a shock, a pleasant one I'll admit, but still a shock.<br /><br />Now, you all know the Robin Hood legend don't you? I shall explain a little. Robin Hood was a Saxon criminal, nicking money here and there and giving it to people who needed it, all the while seducing the beautiful Maid Marion, and vexing the Sheriff of Nottingham and prince john. That's the basics! Now, on with the review.<br /><br />This movie was released in 1993, and is a take off of the whole Robin Hood legend and a p--- take of Prince of Thieves in particular.<br /><br />Loosely following the legend, Robin of Loxley is first encountered in an Arabic prison during the third century crusades, and together with a 'Moor' as they were called in those days, he executes a cunning escape with a cellmate, Asneeze.<br /><br />After escaping, Asneeze beseeches Robin to find his son Atchoo, a foreign exchange student in England and look out for him. This Robin vows to do! Robin swims back to England.<br /><br />He returns to his home, Loxley castle to find it being wheeled away on the back of the cart by Bailiffs, and goes through he sorrowful revelation that his father, dog, cat, and even the goldfish are all dead. Desperate for a familiar face, he finds the family's loyal blind servant Blinkin sitting on the toilet with a Jazz mag in Braille. The hilarity continues throughout the movie.<br /><br />As with all Robin Hood stories, Robin must thwart the evil plans of Prince John and the sheriff of Rottingham, who are wreaking havoc and charging exorbitant taxes on King Richards's kingdom while he's away.<br /><br />Those familiar with the movies Mel Brooks has previously directed will have some small idea of what to expect. After all, this is the man responsible for D",1
"If you need that instant buzz that only late 60s/early 70s Euro sex movies can give off, then look no further for you have just stumbled across the mother lode ! Subsequent TV director Schivazappa's exercise in psychedelic porn (of the soft core variety) may not generally be considered as a classic of its kind but it knocks many better known titles from the likes of Tinto Brass, Jess Franco and Joe D'Amato for a loop. Radley Metzger sure was hip to this way before anyone else when he picked up this marvelously twisted little number for US distribution through his company Audubon. Gorgeous cinematography (favouring symmetrical compositions) may elicit cries of 'pretentiousness' from those who swear by shoddy skin flicks shot in someone's backyard. Hey, as far as I'm concerned, it's their loss for this is one thrill ride of a movie with twists so, well, twisted that you may not even believe them after you have actually witnessed them on screen ! Dagmar Lassander (immortalized as the gone to seed landlady from Lucio Fulci's HOUSE BY THE CEMETERY) has never looked more exquisite than she does here, subtly portraying the innocent (?) researcher held hostage by mad medic Philippe Leroy (with all the art-house favorites to his name, you wonder whether he has the good humor to mention this one on his c.v.) as their initially violent 'relationship' turns to S&M-tinged love story. Nothing is what it seems however in this sick and imaginative gem of a movie with several truly erotic moments achieved with surprisingly minimal nudity. I for one was completely baffled and enchanted by the way Schivazappa chose to suggest oral sex during one scene (I'll let you find that one out for yourselves...) and Lassander's gauze-clad boogie to an impossibly groovy 60s tune should have become iconic in a way similar to the image of Sylvia Kristel reclining in that wicker chair in her EMMANUELLE days. You may not know this film just yet, but trust me, once seen you'll never forget it !!!",1
"Four Daughters to catch important elements that may be missed if too much concentration is placed on the star of the show.",1
"I just want to comment to the woman above, that the movie DOES credit Beethoven in the begging. In the beginning credits they show it. Thank you. I think this is an amazing movie. They picked just the right music for the mood of the movie, the animation is wonderful, and they picked the voices for the characters very well. It teaches children to never give up, and to always have hope. Princess Annika doesn't give up , and it shows children that they can do the same. The movie also has humor in in for all ages, parents and children, to laugh at. The colors in this movie are great, and kids can really feel good while they are watching it. I watched this movie for the first time, now I am a huge fan, and I'm sure your child will be too. Walmart sells tons of Barbie and the Magic of Pegasus stuff, so your child can continue to enjoy the movie even when they aren't watching it. Thank You!",1
"I saw Forgiving the Franklins at a Paramount screening and loved it I have to be honest I really didn't want to go and I had become quite jaded about the movies being made today I have to tell you Forgiving The Franklins was fresh and wonderfully put together I laughed my ass off it was great story telling I could not believe two guys shot this and put the whole thing together. I thought if these guys can do a movie like this with this budget imagine what they could do with big money behind them. And then I thought be the jaded guy Iam the studios would probably f...it up anyway. That being said thanks guys I got lost and in your film and that's why I go to the movies to forget the world for a couple of hours.",1
"independence day when it comes to fighter jet excitement. Yes, the movie top to bottom is based on a truly fictional example of how anyone can pull off a rescue but it is cool because it breaks all traditional rules. The kid doing what he wants to do in a jet the way he wants to do it.<br /><br />I can't really put my finger on just what I love about this movie but others I know that saw the movie feel the same way about it I do. I think its just basically a lot of fun but maybe a little too unrealistic for some to buy into.<br /><br />Again, regardless, I loved it, people who I know saw it, loved it so its definitely worth seeing to make your own decisions about it. Put it this way, I thought that Top Gun was one of the best fighter pilot movies ever and I like this movie just as much if not more than Top Gun. Don't miss out, do see it, a truly inspirational movie.",1
"I neglected this film when I used to go to the movie store but then the curiosity got to me and I decided to check it out. I loved it!!! The movie starts off with Judy and Jay heading for a Halloween party at the abandoned funeral parlor Hull House. Then we meet a few more characters, Angela and Suzzanne ( the hosts), Frannie, Max, Rodger, Sal and Helen. Then of course they start to party and when they''re really in the mood they decide to have a séance which awakens a demon. The demon possesses Angela and she starts her gruesome slaughtering. Will they survive the Night of the Demons.<br /><br />The movie was overall great. The gore was fine but the nudity provided by Linnea Quigley (Trash from ROTLD) once again screws it. I never was a fan of hers and never will be.",1
"Visiting Hours, stages the plentiful action scenes with considerable verve and maintains a zippy pace throughout, thus ensuring that this flick sizes up as an enjoyably trashy sci-fi/horror action outing. Paunchy character thesp Maury Chaykin easily cops top acting honors as disgusting fat creep Burt, who in the movie's single most tasteless sequence has a brutal fistfight with Lehman's pregnant wife Lauren (a winning performance by the lovely Teri Austin). Stan Winston's nifty make-up f/x and Paul Zaza's thrilling score further add to the overall sleazy fun.",1
"what's the problem? The film ends with him taking her home, and looking at us with evil eyes. Michael Jackson was number 14 on The 100 Greatest Pop Culture Icons, and he was number 6 on The Ultimate Pop Star, the Thriller album was number 4 on The 100 Greatest Albums, and this video was number 71 on The 100 Greatest Scary Moments, and it was number 1 on The 100 Greatest Pop Videos. Very good!",1
"good guy), Park Yi being infuriated by Jeong Woo's pursuit, but yet still refuses to step out and identify himself, and Jeong Woo being the opportunist in grabbing the free anonymous identity unwittingly. It's almost as if you wanna give everyone a slap to wake them all up.<br /><br />That aside, it is precisely this tension that keeps you intrigued. And it is wickedly fun to watch the two male leads finding it tough to fall in love without jeopardizing their careers, or their loved one. But fret not action fans, there are enough cat-and-mouse revelations and unsaid camaraderie in the mould of Infernal Affairs, as well as ample gunfights, although I felt the ending could have been scripted tighter.<br /><br />What rocks is the clever editing. Telling the story in a non-linear timeline (no worries, it ain't that bad, you'll still be able to follow the narrative) from the points of view of all the leads, keeping you in suspense, and culminating in a three way split screen showcasing all their emotions in a single converging event, which I thought was extremely well-done.<br /><br />It's a beautiful film in terms of landscapes of lush meadows and busy city squares, with plenty of classical music to sooth the soul. As with romance movies, all the leads are eye candy - the girls will have a field day with the two handsome male leads, while the guys have to make do with a somewhat pudgy-faced (argh! OK lah, at certain angles) Jeon Ji-hyun.<br /><br />If you're into a romance movie with an equal balance in the action/tension department, then Daisy would be your choice. If you prefer a more conventional weepy, then the other Korean movie making its debut here at the same time, You are My Sunshine, would be your alternative. And yes, I totally dig the ending scene, which I thought only the Koreans do it best? Kinda reminded me of the JSA one.",1
"The can-can', gingerbread men who turn into paratroopers, using tissues for parachutes and so on. The gags are very good and it's an excellent example of a Bob Clampett cartoon. Clampett had hit his stride as a director by this point and while it isn't anywhere near his best work, it's nothing to sneeze at either. This short can be found on Looney Tunes Golden Collection, Vol. 3, which is an excellent set that I highly recommend. This short itself is also recommended.",1
"must for movie buffs.",1
"This is a totally awesome movie! If you haven't seen it yet, you damn well should. Sure, the plot is slow to develop, the special effects are laughable, the acting is ridiculous and the action is badly choreographed, but as wrestler DDP would say; That's not a bad thing....that's a good thing! Everything about this movie is hilarious, especially if you get the dubbed version, which has even worse actors. It's countless laughs until you get to the end, yearning for the sequel, where the mummy fights wrestling women. Thus, I give it ten stars. Unless you're one of those 'discriminating' and 'intelligent' people with good taste, who likes only 'high quality' films of the highest calibre, I recommend this utterly monkeydellic movie!",1
"Everybody wants to be a cat, that is a lot of fun. It has some comic moments and is an interesting adventure. I think it helps to be an avid cat lover to enjoy this film.",1
"Most of Chaplin's most famous films are his full-length features. And, I assume most people have at most seen only a few clips of him from his pre-feature days when he starred in dozens and dozens of comedy shorts. This is really a shame, as some wonderful shorts are pretty much waiting to be discovered by the world in the 21st century.<br /><br />If someone watches this film they have an excellent chance to see some of Chaplin's better shorts because Chaplin himself chose these three shorts and strung them together with a bit of narration to make this 1959 feature film. This is great for several reasons. First, in Chaplin's earliest films from 1914-1915, his character of the Little Tramp is still in its earliest incarnations or is absent altogether. Plus, even when he is there, he was often mean-spirited and self-centered--something very alien from the Little Tramp we have grown to love. Second, because the shorts that were chosen were in great condition, if you watch this film you won't need to worry about watching scratchy film with gaps and lousy musical accompaniment that doesn't fit the action (a common problem).<br /><br />So, for a great look at Chaplin's shorts at their finest, give this film a chance. It's sure to provide you some excellent laughs.",1
"masterpiece.",1
"Christopher Nolan's first film is a 'no budget' black and white film about a unemployed writer who begins following strangers, which in turn leads to robbery and also violence. It is very good.<br /><br />Like in his later film 'Memento' he doesn't present the story in a linear way. Instead it jumps around somewhat so you end up really sucked in trying to piece it all together and early, apparently random, shots take on significance as the film progresses. This style also means the twists are much more effective.<br /><br />Definitely worth seeing if you get the chance (especially if you like his later work and/or Film Noir)",1
"twenty years later, this movie still remains as entertaining as when you first watched it. In a movie market overrun by toilet humor, graphic violence and foul language, it's refreshing to be fully entertained for two hours by such a clean movie.",1
"feels like an honest account, if that means anything. Kinda feel for the people somewhat when you watch it. A nice movie for a Saturday night.",1
"This is the second and best in the Hunting Trilogy! What makes it the best is the clever dialogue!<br /><br />Bugs: Do you want to shoot me now or wait till you get home?<br /><br />It was kind of funny how they kept that going through out the short!",1
"I've just revisited this fondly remembered bit of cinematic madness from my early days, and must urge you to beg steal or borrow it.<br /><br />The story begins with a duel between a righteous Shaolin priest and our villain Abbot White, needless to say, Abbot White kicks Buddhist ass, and wages his campaign against Shaolin unhindered with the aid of his new ninja allies (a golden clad one who fights with a gold ring, a black clad one who fights with a spear, and my favourite; one who fights with a pair of knives who can disappear and reappear as a flying carpet). The rest of the story concerns the training of the disciples of the Shaolin monks killed by Abbot white, one of whom is Alexander Lo Rei. Whilst we are treated to the punishing training sequences the two young avengers must go through to learn the Shaolin Finger Jab technique needed to defeat Abbot White's invincible armour technique, we see some of the ways our villain keeps in shape...mostly using Taoist magic to extract the blood from naked ladies. We all know how this is going to end, but it's the psychedelic trip in between that we're here for. In conclusion, this is a good example of what Taiwan was doing when Hong Kong was getting sick of martial arts movies, and that is making more and more outrageous martial arts movies. This movie is very well choreographed, has some nudity, some gore and enough balls to the wall gimickry to keep even the most jaded viewer entertained. Visit your local Beewise today!<br /><br />",1
"It's a shame that by garnering a restricted rating, perhaps the audience that would find this film the most useful won't likely see it.<br /><br />Imaginary Heroes follows the life of a teenager after his brothers' suicide. Not, of course, the most original story in the world, however it does spend a great deal of time humanizing their parents, the 'imaginary heroes' that failed in their sons' eyes.<br /><br />For teenagers, who tend to put responsibility for their failures on their parents but yet refuse to accept any real responsibility on their own, the movie sends a powerful message, that in the end we all have our own troubles we need to deal with, and that we all make our own paths.<br /><br />But, unlike other movies that tend to urge youth independence, this one resolves the issues between parents and child, and they become a stronger unit for it. That the eldest child committed suicide is regrettable, but not overlooked later in the film, and the responsibility by all parties for the tragedy is thoroughly explained.<br /><br />Although the subject matter has been covered before, it hasn't been covered quite this way -- the film pulls very little punches. Now, why this earned it an R rating is confusing -- you're unlikely to get across to a teenager in this era without being realistic, but yet providing realism restricts that very audience.<br /><br />Were my junior high-school class have been shown this film, two suicides may have been prevented. In this case, the censors seem to have exercised extremely poor judgment.<br /><br />8/10",1
"Good Movie, acting was terrific especially from Eriq Ebouaney(Lumumba)and very well directed.<br /><br />It also shows how Lumumba was cornered by the Belgians, U S A and United Nations and how they labelled him a `communist' to scare people as they did to all the Honest True African leaders like Nkrumah, Kenyatta, Nyerere and many others. It shows how western countries preach democracy while they have something else on the back of their minds. It is a story of injustice, struggle and brutality.<br /><br />It shows how Lumumba couldn't control his people, yes they were his people, but before we put the blame on him, was he getting enough if any from the people he appointed in his government like Mobutu? Or his colleague had other things in their minds, to find out go and see the movie! Certainly Mobutu did, went on to loot the country for the next 35 yrs, before he was overthrown and fled the country. Died a billionaire.<br /><br />Some flaws: There was too little explanation how the man (Lumumba) got to rise in the first place. Also there should have been more explanation about the country, Congo Kinshasa (after independence), now known as Democratic Republic of Congo formerly known as Zaire when it was under Mobutu. There should have been an explanation why he (Lumumba) couldn't keep the second largest country in Africa in one piece. And also what was going on with Tshombe and Katanga . Just heads up if you gonna watch the movie Tshombe was controlling the Katanga region which (if I am not mistaken) is the number one copper producer in the world.<br /><br />In all it is a good movie to see. You will learn something new about Africa, it's leaders and it's people and probably will open your eyes why this continent is ridden with wars.",1
"If you are French native, then you find this movie extremely funny. It's good, just good! Can though imagine that subtitles or translations don't mean much in english.",1
"I saw this movie at the Philadelphia Film Festival today and enjoyed it overall. It is an interesting and adept analysis of the all-too-common revelation that our parent's marriage was more flawed and difficult than we originally imagined. In addition, this movie is an excellent example of process of discovering truths about our parent's lives after their death and the issues associated with that. However, i found the sound quality (recording and editing) to be relatively poor and annoying. *** It may very well have been related to the specific theater and projection conditions *** i am not a film maker / student or anything and claim no real understanding of the sound production process, but as a consumer, i found the audio portion of the movie distracting. Specifically, i heard very unpleasant lip smacking noises through out (especially one long interview with the younger sister) the film, and often the background noise level was higher in volume than people's voices (for example the scene when a small group was sorting through the mothers papers). has anyone else seen this movie, noticed anything about the sound... thanks",1
"Dr. Hasenbein.<br /><br />In the opening scene, we see how modern-art-loving Baxter accidentally kills the circus clown Bratislav Metulskie, from whom he has bought a malfunctioning used Jaguar, when a beloved sculpture slips out of Baxter's hands, fatally hitting Metulskie. Upon reading about the incident in the newspaper, 00 comes back from retirement to investigate the case with the support of his loyal sidekick, Lt. Koerschgen, who is played by an elderly actor bearing the same name. They pick up Baxter's track quickly, and interrogate him at his weirdly decorated mansion (one of the movie's best scenes!), but initially fail to gather any proof. The story winds through many turns, with several scenes that don't always really contribute to the progress of the plot but are hilariously funny, such as a daydream by 00 (including the most unusual view on a running man's brief-clad crotch in movie history), a police-department party during which Koerschgen gets into a row with the chief and has to be hospitalized, and a visit at the already mentioned Dr. Hasenbein's. Baxter, then, is finally caught attempting to escape to Rio de Janeiro on a plane.<br /><br />Always worth special mention is Andreas Kunze who in this case plays 00's wife, as he's usually appearing in drag performing women's roles in Helge's Movies.<br /><br />So all you folks out there looking for new laughs, I strongly recommend this movie. The catch? You have to understand German (as I doubt there's an English version around)...",1
"Pop, a peace-loving, Marine Corp reject, dreaming of getting back home to his wife. If you're looking for sex, drugs, or rock and roll, this movie is not for you. If you're looking for action and adventure, the same applies. However, if you want to recapture a time in America of innocence, honor, romance, and love, then Baby Blue Marine is a movie for you.",1
"Latter Days is a very, VERY independent movie. And compared to many of today's more modern films, it's lacking on many parts. The shooting seems at times quite amateurish, the dialogues can be a bit chopped up and the characters are not impressively complex. So, don't have too high hopes for this movie, because as I've said, it's very independent. But whatever it lacks in the concrete aspects of the film can be overlooked because of the story's charm! I cannot claim that the plot is outstandingly original, but the story is still beautiful and heart-warming in many ways! It's not about being gay versus being straight, it's about faith, and how you decide to run your own life! It's a silly story, that makes you want to both cry and smile at the same time! So to be honest, Latter Days is far from perfect, but I truly loved the movie and I highly recommend it! It's very critical towards the religious aspects of our society, and there is homosexuality involved - but approach it with an open mind, and I'm pretty sure that most people will enjoy it as much as myself!",1
"William Haines sparks this tale of a brash cadet who thinks West Point will really be something now that he has arrived. Terrific goony comic performance by Haines was his trademark--one that made him a top box office star from 1928-1932 and one of MGM's biggest stars. Joan Crawford and William Bakewell are fine too. And although this storyline may seem trite now, this was a huge hit, putting Haines and Crawford in a college football (a national craze during the 20s) story. After Haines blows off his big mouth one time too often and nearly gets shunned by fellow cadets, he turns in a wonderful performance as he swallows his pride and gets into the big game against Navy. Even with a broken arm, he wins the game for Army and regains his place at West Point. It's easy to see from this film and Show People (with the always underrated Marion Davies) why Billy Haines was a huge star of the time. He needs and deserves to be remembered!",1
"Set during the Hungarian Revolution of 1956, this story has all the suspense of a good cold war book or movie as a multinational group of foreigners attempt to smuggle Jason Robards out of Hungary into Austria. However, three things complement the story, making this an extremely good movie.<br /><br />First, the actors use the actual languages of their roles. The Russian soldiers speak only Russian; the Hungarians only Hungarian; the Germans only German, except to the minimal extent to tell the story. Since Debra Kerr is English, she speaks only English, and, of course, Yul Brynner and a few others essential to the story also speak heavily accented English. As a result, the empathy of the audience to the travelers becomes paramount. The viewer shares all the confusion and suspense of being involved in an illicit border crossing when he/she cannot understand any of the languages spoken around them. Very powerful feelings are aroused in the audience, and notwithstanding the heavy use of foreign languages, the audience is never at a loss for following the film. No subtitles are necessary.<br /><br />Second. I was in Hungary in 1995, and I'm telling you, this movie has it right on. From the gypsy music overpowering the dinner meal to the underground caverns in the buildings where much of the action takes place to the village scenes, the realism is incredible. If I didn't eat in the actual restaurant in the movie, I ate at its double. I thought that I actually walked down the main street in that village. (Actually, the film was shot in Austria).<br /><br />Third, and most important, this movie reunites Deberah Kerr and Yul Brynner (after The King and I) and the magnetism between them as the story unfolds is nothing short of Oscar qualified. Of course, Yul already received an Oscar for playing that relationship, so the Acadamy wasn't going to give him another one, but that is the quality of the film. Don't miss this one.",1
"Someone says this anime could be offensive for girls... not really. Embarrassing situations are funny; first time i see this series i was in the video store, people around me started laughing, doesn't matter the age or gender. A teacher said that in order to guarantee the attention of someone in a book the beginning must be entertaining and the ending shouldn't be obvious by just reading the last page. During the first minutes in the series the boy is hit by a car, during the last moments of the series, the same car appears.. Episodes had a touching and funny ending, specially last one. I don't regret to buy these series.",1
"parents who could barely scrape together enough to make it to the show.<br /><br />Despite the improvised style of film making, the pieces all fit together wonderfully and told a very funny and compelling story--one that is NOT for dog owners only. Exceptional acting made this one of the best comedies of the last decade. Clever and consistently funny.<br /><br />By the way, try to find this on DVD as the extras were actually worth seeing. While a bit painful to watch, I loved seeing Harlan Pepper and his beach ball collection in particular!",1
"Battle was an excellent film for several reasons, correctly noted by more rational reviewers: Superb cast, lots of action, innovative editing and photography. <br /><br />Its stars were in effect the D.W. Griffith stock company and to this silent movie fan, that is inducement enough to watch it and to enjoy it. <br /><br />I saw it many years ago and just watched it again at YouTube; that was a very poor quality print, but coupled with my memory of a good print in a real theater, I can justifiably recommend this to reasonable people and film historians.",1
"I adored this, but I am an 80's kid. I loved Rainbow Bright my whole childhood. I don't know if little ones these days would be very interested in the show, mine wasn't. (But thats okay, I bought it for me anyway. I just brought the little one so the guy at the checkout stand wouldn't look at me funny.)I love the non violent drama, and the colorful scenery. It just reminds me of a simpler time before cartoons had more violence than our local news can legally show. :) Although I may be just a little biased on the subject. Afterall I was Rainbow Bright 6 years in a row for Halloween........I wonder if they make a Rainbow Bright costume for adults. Lol.",1
"Cabaret had never come along you might ask yourself would this ever have seen the light of day again. That it has been revived may not quite be cause for celebration but it's perfectly acceptable all the same.",1
"serious critic I'd give it a 3, but on sheer enjoyability (again I can't really explain my affections) I'd give it a 7....Really whacked out flick...",1
"Eddie Monroe, they didn't cost a few hundred grand. Great movie and I didn't even drink a beer.",1
"love. This movie has timeless, almost realistic, love lessons. Filled with philosophies on love, a jazzy soundtrack, and great actors is why I would call it a classic.",1
"bad movies in my pantheon.",1
